,model,dataset,fold,default_config,tuned_config
432,XGBoost,Run_or_walk_information,1,XGBoost_c1_BAG_L1,XGBoost_r107_BAG_L1
433,NeuralNetFastAI,Run_or_walk_information,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r51_BAG_L1
434,CatBoost,Run_or_walk_information,2,CatBoost_c1_BAG_L1,CatBoost_r81_BAG_L1
435,LightGBM,Run_or_walk_information,2,LightGBM_c1_BAG_L1,LightGBM_r30_BAG_L1
436,LinearModel,Run_or_walk_information,2,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
437,NeuralNetTorch,Run_or_walk_information,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r153_BAG_L1
438,RandomForest,Run_or_walk_information,2,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
439,XGBoost,Run_or_walk_information,2,XGBoost_c1_BAG_L1,XGBoost_r36_BAG_L1
440,NeuralNetFastAI,Run_or_walk_information,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r51_BAG_L1
441,CatBoost,Satellite,0,CatBoost_c1_BAG_L1,CatBoost_r13_BAG_L1
442,LightGBM,Satellite,0,LightGBM_c1_BAG_L1,LightGBM_r193_BAG_L1
443,LinearModel,Satellite,0,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
444,NeuralNetTorch,Satellite,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r194_BAG_L1
445,RandomForest,Satellite,0,RandomForest_c1_BAG_L1,RandomForest_r166_BAG_L1
446,XGBoost,Satellite,0,XGBoost_c1_BAG_L1,XGBoost_r47_BAG_L1
447,NeuralNetFastAI,Satellite,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r8_BAG_L1
448,CatBoost,Satellite,1,CatBoost_c1_BAG_L1,CatBoost_r76_BAG_L1
449,LightGBM,Satellite,1,LightGBM_c1_BAG_L1,LightGBM_r68_BAG_L1
450,LinearModel,Satellite,1,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
451,NeuralNetTorch,Satellite,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r2_BAG_L1
452,RandomForest,Satellite,1,RandomForest_c1_BAG_L1,RandomForest_r119_BAG_L1
453,XGBoost,Satellite,1,XGBoost_c1_BAG_L1,XGBoost_r39_BAG_L1
454,NeuralNetFastAI,Satellite,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r188_BAG_L1
455,CatBoost,Satellite,2,CatBoost_c1_BAG_L1,CatBoost_r86_BAG_L1
456,LightGBM,Satellite,2,LightGBM_c1_BAG_L1,LightGBM_r26_BAG_L1
457,LinearModel,Satellite,2,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
458,NeuralNetTorch,Satellite,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r31_BAG_L1
459,RandomForest,Satellite,2,RandomForest_c1_BAG_L1,RandomForest_r108_BAG_L1
460,XGBoost,Satellite,2,XGBoost_c1_BAG_L1,XGBoost_r18_BAG_L1
461,NeuralNetFastAI,Satellite,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r145_BAG_L1
462,CatBoost,SpeedDating,0,CatBoost_c1_BAG_L1,CatBoost_r44_BAG_L1
463,LightGBM,SpeedDating,0,LightGBM_c1_BAG_L1,LightGBM_r26_BAG_L1
464,LinearModel,SpeedDating,0,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
465,NeuralNetTorch,SpeedDating,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r188_BAG_L1
466,RandomForest,SpeedDating,0,RandomForest_c1_BAG_L1,RandomForest_r126_BAG_L1
467,XGBoost,SpeedDating,0,XGBoost_c1_BAG_L1,XGBoost_r184_BAG_L1
468,NeuralNetFastAI,SpeedDating,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r108_BAG_L1
469,CatBoost,SpeedDating,1,CatBoost_c1_BAG_L1,CatBoost_r195_BAG_L1
470,LightGBM,SpeedDating,1,LightGBM_c1_BAG_L1,LightGBM_r75_BAG_L1
471,LinearModel,SpeedDating,1,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
472,NeuralNetTorch,SpeedDating,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r178_BAG_L1
473,RandomForest,SpeedDating,1,RandomForest_c1_BAG_L1,RandomForest_r189_BAG_L1
474,XGBoost,SpeedDating,1,XGBoost_c1_BAG_L1,XGBoost_r89_BAG_L1
475,NeuralNetFastAI,SpeedDating,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r14_BAG_L1
476,CatBoost,SpeedDating,2,CatBoost_c1_BAG_L1,CatBoost_r152_BAG_L1
477,LightGBM,SpeedDating,2,LightGBM_c1_BAG_L1,LightGBM_r4_BAG_L1
478,LinearModel,SpeedDating,2,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
479,NeuralNetTorch,SpeedDating,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r55_BAG_L1
480,RandomForest,SpeedDating,2,RandomForest_c1_BAG_L1,RandomForest_r132_BAG_L1
481,XGBoost,SpeedDating,2,XGBoost_c1_BAG_L1,XGBoost_r70_BAG_L1
482,NeuralNetFastAI,SpeedDating,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r14_BAG_L1
483,CatBoost,Titanic,0,CatBoost_c1_BAG_L1,CatBoost_r81_BAG_L1
484,LightGBM,Titanic,0,LightGBM_c1_BAG_L1,LightGBM_r103_BAG_L1
485,LinearModel,Titanic,0,LinearModel_c1_BAG_L1,LinearModel_r10_BAG_L1
486,NeuralNetTorch,Titanic,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r38_BAG_L1
487,RandomForest,Titanic,0,RandomForest_c1_BAG_L1,RandomForest_r102_BAG_L1
488,XGBoost,Titanic,0,XGBoost_c1_BAG_L1,XGBoost_r183_BAG_L1
489,NeuralNetFastAI,Titanic,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r28_BAG_L1
490,CatBoost,Titanic,1,CatBoost_c1_BAG_L1,CatBoost_r104_BAG_L1
491,LightGBM,Titanic,1,LightGBM_c1_BAG_L1,LightGBM_r31_BAG_L1
492,LinearModel,Titanic,1,LinearModel_c1_BAG_L1,LinearModel_r10_BAG_L1
493,NeuralNetTorch,Titanic,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r143_BAG_L1
494,RandomForest,Titanic,1,RandomForest_c1_BAG_L1,RandomForest_r10_BAG_L1
495,XGBoost,Titanic,1,XGBoost_c1_BAG_L1,XGBoost_r63_BAG_L1
496,NeuralNetFastAI,Titanic,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r12_BAG_L1
497,CatBoost,Titanic,2,CatBoost_c1_BAG_L1,CatBoost_r123_BAG_L1
498,LightGBM,Titanic,2,LightGBM_c1_BAG_L1,LightGBM_r31_BAG_L1
499,LinearModel,Titanic,2,LinearModel_c1_BAG_L1,LinearModel_r10_BAG_L1
500,NeuralNetTorch,Titanic,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r104_BAG_L1
501,RandomForest,Titanic,2,RandomForest_c1_BAG_L1,RandomForest_r10_BAG_L1
502,XGBoost,Titanic,2,XGBoost_c1_BAG_L1,XGBoost_r68_BAG_L1
503,NeuralNetFastAI,Titanic,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r46_BAG_L1
504,CatBoost,ada,0,CatBoost_c1_BAG_L1,CatBoost_r41_BAG_L1
505,LightGBM,ada,0,LightGBM_c1_BAG_L1,LightGBM_r192_BAG_L1
506,LinearModel,ada,0,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
507,NeuralNetTorch,ada,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r53_BAG_L1
508,RandomForest,ada,0,RandomForest_c1_BAG_L1,RandomForest_r132_BAG_L1
509,XGBoost,ada,0,XGBoost_c1_BAG_L1,XGBoost_r84_BAG_L1
510,NeuralNetFastAI,ada,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r132_BAG_L1
511,CatBoost,ada,1,CatBoost_c1_BAG_L1,CatBoost_r45_BAG_L1
512,LightGBM,ada,1,LightGBM_c1_BAG_L1,LightGBM_r198_BAG_L1
513,LinearModel,ada,1,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
514,NeuralNetTorch,ada,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r165_BAG_L1
515,RandomForest,ada,1,RandomForest_c1_BAG_L1,RandomForest_r132_BAG_L1
516,XGBoost,ada,1,XGBoost_c1_BAG_L1,XGBoost_r84_BAG_L1
517,NeuralNetFastAI,ada,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r182_BAG_L1
518,CatBoost,ada,2,CatBoost_c1_BAG_L1,CatBoost_r65_BAG_L1
519,LightGBM,ada,2,LightGBM_c1_BAG_L1,LightGBM_r61_BAG_L1
520,LinearModel,ada,2,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
521,NeuralNetTorch,ada,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r53_BAG_L1
522,RandomForest,ada,2,RandomForest_c1_BAG_L1,RandomForest_r132_BAG_L1
523,XGBoost,ada,2,XGBoost_c1_BAG_L1,XGBoost_r175_BAG_L1
524,NeuralNetFastAI,ada,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r143_BAG_L1
525,CatBoost,adult,0,CatBoost_c1_BAG_L1,CatBoost_r136_BAG_L1
526,LightGBM,adult,0,LightGBM_c1_BAG_L1,LightGBM_r198_BAG_L1
527,LinearModel,adult,0,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
528,NeuralNetTorch,adult,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r81_BAG_L1
529,RandomForest,adult,0,RandomForest_c1_BAG_L1,RandomForest_r117_BAG_L1
530,XGBoost,adult,0,XGBoost_c1_BAG_L1,XGBoost_r110_BAG_L1
531,NeuralNetFastAI,adult,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r91_BAG_L1
532,CatBoost,adult,1,CatBoost_c1_BAG_L1,CatBoost_r137_BAG_L1
533,LightGBM,adult,1,LightGBM_c1_BAG_L1,LightGBM_r198_BAG_L1
534,LinearModel,adult,1,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
535,NeuralNetTorch,adult,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r46_BAG_L1
536,RandomForest,adult,1,RandomForest_c1_BAG_L1,RandomForest_r117_BAG_L1
537,XGBoost,adult,1,XGBoost_c1_BAG_L1,XGBoost_r156_BAG_L1
538,NeuralNetFastAI,adult,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r91_BAG_L1
539,CatBoost,adult,2,CatBoost_c1_BAG_L1,CatBoost_r8_BAG_L1
540,LightGBM,adult,2,LightGBM_c1_BAG_L1,LightGBM_r198_BAG_L1
541,LinearModel,adult,2,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
542,NeuralNetTorch,adult,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r13_BAG_L1
543,RandomForest,adult,2,RandomForest_c1_BAG_L1,RandomForest_r104_BAG_L1
544,XGBoost,adult,2,XGBoost_c1_BAG_L1,XGBoost_r110_BAG_L1
545,NeuralNetFastAI,adult,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r105_BAG_L1
546,CatBoost,ailerons,0,CatBoost_c1_BAG_L1,CatBoost_r165_BAG_L1
547,LightGBM,ailerons,0,LightGBM_c1_BAG_L1,LightGBM_r148_BAG_L1
548,LinearModel,ailerons,0,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
549,NeuralNetTorch,ailerons,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r63_BAG_L1
550,RandomForest,ailerons,0,RandomForest_c1_BAG_L1,RandomForest_r129_BAG_L1
551,XGBoost,ailerons,0,XGBoost_c1_BAG_L1,XGBoost_r113_BAG_L1
552,NeuralNetFastAI,ailerons,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r137_BAG_L1
553,CatBoost,ailerons,1,CatBoost_c1_BAG_L1,CatBoost_r90_BAG_L1
554,LightGBM,ailerons,1,LightGBM_c1_BAG_L1,LightGBM_r148_BAG_L1
555,LinearModel,ailerons,1,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
556,NeuralNetTorch,ailerons,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r156_BAG_L1
557,RandomForest,ailerons,1,RandomForest_c1_BAG_L1,RandomForest_r185_BAG_L1
558,XGBoost,ailerons,1,XGBoost_c1_BAG_L1,XGBoost_r120_BAG_L1
559,NeuralNetFastAI,ailerons,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r167_BAG_L1
560,CatBoost,ailerons,2,CatBoost_c1_BAG_L1,CatBoost_r54_BAG_L1
561,LightGBM,ailerons,2,LightGBM_c1_BAG_L1,LightGBM_r148_BAG_L1
562,LinearModel,ailerons,2,LinearModel_c1_BAG_L1,LinearModel_r29_BAG_L1
563,NeuralNetTorch,ailerons,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r180_BAG_L1
564,RandomForest,ailerons,2,RandomForest_c1_BAG_L1,RandomForest_r185_BAG_L1
565,XGBoost,ailerons,2,XGBoost_c1_BAG_L1,XGBoost_r87_BAG_L1
566,NeuralNetFastAI,ailerons,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r148_BAG_L1
567,CatBoost,arcene,0,CatBoost_c1_BAG_L1,CatBoost_r163_BAG_L1
568,LightGBM,arcene,0,LightGBM_c1_BAG_L1,LightGBM_r54_BAG_L1
569,LinearModel,arcene,0,LinearModel_c1_BAG_L1,LinearModel_r37_BAG_L1
570,NeuralNetTorch,arcene,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r98_BAG_L1
571,RandomForest,arcene,0,RandomForest_c1_BAG_L1,RandomForest_r144_BAG_L1
572,XGBoost,arcene,0,XGBoost_c1_BAG_L1,XGBoost_r97_BAG_L1
573,NeuralNetFastAI,arcene,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r53_BAG_L1
574,CatBoost,arcene,1,CatBoost_c1_BAG_L1,CatBoost_r71_BAG_L1
575,LightGBM,arcene,1,LightGBM_c1_BAG_L1,LightGBM_r81_BAG_L1
576,LinearModel,arcene,1,LinearModel_c1_BAG_L1,LinearModel_r9_BAG_L1
577,NeuralNetTorch,arcene,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r69_BAG_L1
578,RandomForest,arcene,1,RandomForest_c1_BAG_L1,RandomForest_r166_BAG_L1
579,XGBoost,arcene,1,XGBoost_c1_BAG_L1,XGBoost_r99_BAG_L1
580,NeuralNetFastAI,arcene,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r194_BAG_L1
581,CatBoost,arcene,2,CatBoost_c1_BAG_L1,CatBoost_r122_BAG_L1
582,LightGBM,arcene,2,LightGBM_c1_BAG_L1,LightGBM_r122_BAG_L1
583,LinearModel,arcene,2,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
584,NeuralNetTorch,arcene,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r185_BAG_L1
585,RandomForest,arcene,2,RandomForest_c1_BAG_L1,RandomForest_r144_BAG_L1
586,XGBoost,arcene,2,XGBoost_c1_BAG_L1,XGBoost_r30_BAG_L1
587,NeuralNetFastAI,arcene,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r95_BAG_L1
588,CatBoost,arsenic-female-bladder,0,CatBoost_c1_BAG_L1,CatBoost_r167_BAG_L1
589,LightGBM,arsenic-female-bladder,0,LightGBM_c1_BAG_L1,LightGBM_r105_BAG_L1
590,LinearModel,arsenic-female-bladder,0,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
591,NeuralNetTorch,arsenic-female-bladder,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r149_BAG_L1
592,RandomForest,arsenic-female-bladder,0,RandomForest_c1_BAG_L1,RandomForest_r119_BAG_L1
593,XGBoost,arsenic-female-bladder,0,XGBoost_c1_BAG_L1,XGBoost_r92_BAG_L1
594,NeuralNetFastAI,arsenic-female-bladder,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r156_BAG_L1
595,CatBoost,arsenic-female-bladder,1,CatBoost_c1_BAG_L1,CatBoost_r127_BAG_L1
596,LightGBM,arsenic-female-bladder,1,LightGBM_c1_BAG_L1,LightGBM_r139_BAG_L1
597,LinearModel,arsenic-female-bladder,1,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
598,NeuralNetTorch,arsenic-female-bladder,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r150_BAG_L1
599,RandomForest,arsenic-female-bladder,1,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
600,XGBoost,arsenic-female-bladder,1,XGBoost_c1_BAG_L1,XGBoost_r182_BAG_L1
601,NeuralNetFastAI,arsenic-female-bladder,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r112_BAG_L1
602,CatBoost,arsenic-female-bladder,2,CatBoost_c1_BAG_L1,CatBoost_r86_BAG_L1
603,LightGBM,arsenic-female-bladder,2,LightGBM_c1_BAG_L1,LightGBM_r50_BAG_L1
604,LinearModel,arsenic-female-bladder,2,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
605,NeuralNetTorch,arsenic-female-bladder,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r83_BAG_L1
606,RandomForest,arsenic-female-bladder,2,RandomForest_c1_BAG_L1,RandomForest_r132_BAG_L1
607,XGBoost,arsenic-female-bladder,2,XGBoost_c1_BAG_L1,XGBoost_r99_BAG_L1
608,NeuralNetFastAI,arsenic-female-bladder,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r172_BAG_L1
609,CatBoost,autoUniv-au1-1000,0,CatBoost_c1_BAG_L1,CatBoost_r84_BAG_L1
610,LightGBM,autoUniv-au1-1000,0,LightGBM_c1_BAG_L1,LightGBM_r65_BAG_L1
611,LinearModel,autoUniv-au1-1000,0,LinearModel_c1_BAG_L1,LinearModel_r10_BAG_L1
612,NeuralNetTorch,autoUniv-au1-1000,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r117_BAG_L1
613,RandomForest,autoUniv-au1-1000,0,RandomForest_c1_BAG_L1,RandomForest_r132_BAG_L1
614,XGBoost,autoUniv-au1-1000,0,XGBoost_c1_BAG_L1,XGBoost_r74_BAG_L1
615,NeuralNetFastAI,autoUniv-au1-1000,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r111_BAG_L1
616,CatBoost,autoUniv-au1-1000,1,CatBoost_c1_BAG_L1,CatBoost_r94_BAG_L1
617,LightGBM,autoUniv-au1-1000,1,LightGBM_c1_BAG_L1,LightGBM_r195_BAG_L1
618,LinearModel,autoUniv-au1-1000,1,LinearModel_c1_BAG_L1,LinearModel_r18_BAG_L1
619,NeuralNetTorch,autoUniv-au1-1000,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r87_BAG_L1
620,RandomForest,autoUniv-au1-1000,1,RandomForest_c1_BAG_L1,RandomForest_r163_BAG_L1
621,XGBoost,autoUniv-au1-1000,1,XGBoost_c1_BAG_L1,XGBoost_r74_BAG_L1
622,NeuralNetFastAI,autoUniv-au1-1000,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r41_BAG_L1
623,CatBoost,autoUniv-au1-1000,2,CatBoost_c1_BAG_L1,CatBoost_r45_BAG_L1
624,LightGBM,autoUniv-au1-1000,2,LightGBM_c1_BAG_L1,LightGBM_r155_BAG_L1
625,LinearModel,autoUniv-au1-1000,2,LinearModel_c1_BAG_L1,LinearModel_r7_BAG_L1
626,NeuralNetTorch,autoUniv-au1-1000,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r30_BAG_L1
627,RandomForest,autoUniv-au1-1000,2,RandomForest_c1_BAG_L1,RandomForest_r17_BAG_L1
628,XGBoost,autoUniv-au1-1000,2,XGBoost_c1_BAG_L1,XGBoost_r197_BAG_L1
629,NeuralNetFastAI,autoUniv-au1-1000,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r150_BAG_L1
630,CatBoost,bank-marketing,0,CatBoost_c1_BAG_L1,CatBoost_r173_BAG_L1
631,LightGBM,bank-marketing,0,LightGBM_c1_BAG_L1,LightGBM_r95_BAG_L1
632,LinearModel,bank-marketing,0,LinearModel_c1_BAG_L1,LinearModel_r43_BAG_L1
633,NeuralNetTorch,bank-marketing,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r96_BAG_L1
634,RandomForest,bank-marketing,0,RandomForest_c1_BAG_L1,RandomForest_r163_BAG_L1
635,XGBoost,bank-marketing,0,XGBoost_c1_BAG_L1,XGBoost_r57_BAG_L1
636,NeuralNetFastAI,bank-marketing,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r54_BAG_L1
637,CatBoost,bank-marketing,1,CatBoost_c1_BAG_L1,CatBoost_r32_BAG_L1
638,LightGBM,bank-marketing,1,LightGBM_c1_BAG_L1,LightGBM_r130_BAG_L1
639,LinearModel,bank-marketing,1,LinearModel_c1_BAG_L1,LinearModel_r45_BAG_L1
640,NeuralNetTorch,bank-marketing,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r96_BAG_L1
641,RandomForest,bank-marketing,1,RandomForest_c1_BAG_L1,RandomForest_r185_BAG_L1
642,XGBoost,bank-marketing,1,XGBoost_c1_BAG_L1,XGBoost_r83_BAG_L1
643,NeuralNetFastAI,bank-marketing,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r54_BAG_L1
644,CatBoost,bank-marketing,2,CatBoost_c1_BAG_L1,CatBoost_r124_BAG_L1
645,LightGBM,bank-marketing,2,LightGBM_c1_BAG_L1,LightGBM_r95_BAG_L1
646,LinearModel,bank-marketing,2,LinearModel_c1_BAG_L1,LinearModel_r40_BAG_L1
647,NeuralNetTorch,bank-marketing,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r96_BAG_L1
648,RandomForest,bank-marketing,2,RandomForest_c1_BAG_L1,RandomForest_r163_BAG_L1
649,XGBoost,bank-marketing,2,XGBoost_c1_BAG_L1,XGBoost_r62_BAG_L1
650,NeuralNetFastAI,bank-marketing,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r165_BAG_L1
651,CatBoost,bank32nh,0,CatBoost_c1_BAG_L1,CatBoost_r7_BAG_L1
652,LightGBM,bank32nh,0,LightGBM_c1_BAG_L1,LightGBM_r95_BAG_L1
653,LinearModel,bank32nh,0,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
654,NeuralNetTorch,bank32nh,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r50_BAG_L1
655,RandomForest,bank32nh,0,RandomForest_c1_BAG_L1,RandomForest_r111_BAG_L1
656,XGBoost,bank32nh,0,XGBoost_c1_BAG_L1,XGBoost_r149_BAG_L1
657,NeuralNetFastAI,bank32nh,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r132_BAG_L1
658,CatBoost,bank32nh,1,CatBoost_c1_BAG_L1,CatBoost_r96_BAG_L1
659,LightGBM,bank32nh,1,LightGBM_c1_BAG_L1,LightGBM_r96_BAG_L1
660,LinearModel,bank32nh,1,LinearModel_c1_BAG_L1,LinearModel_r26_BAG_L1
661,NeuralNetTorch,bank32nh,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r69_BAG_L1
662,RandomForest,bank32nh,1,RandomForest_c1_BAG_L1,RandomForest_r163_BAG_L1
663,XGBoost,bank32nh,1,XGBoost_c1_BAG_L1,XGBoost_r175_BAG_L1
664,NeuralNetFastAI,bank32nh,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r93_BAG_L1
665,CatBoost,bank32nh,2,CatBoost_c1_BAG_L1,CatBoost_r21_BAG_L1
666,LightGBM,bank32nh,2,LightGBM_c1_BAG_L1,LightGBM_r96_BAG_L1
667,LinearModel,bank32nh,2,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
668,NeuralNetTorch,bank32nh,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r50_BAG_L1
669,RandomForest,bank32nh,2,RandomForest_c1_BAG_L1,RandomForest_r163_BAG_L1
670,XGBoost,bank32nh,2,XGBoost_c1_BAG_L1,XGBoost_r127_BAG_L1
671,NeuralNetFastAI,bank32nh,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r143_BAG_L1
672,CatBoost,bank8FM,0,CatBoost_c1_BAG_L1,CatBoost_r166_BAG_L1
673,LightGBM,bank8FM,0,LightGBM_c1_BAG_L1,LightGBM_r24_BAG_L1
674,LinearModel,bank8FM,0,LinearModel_c1_BAG_L1,LinearModel_r26_BAG_L1
675,NeuralNetTorch,bank8FM,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r50_BAG_L1
676,RandomForest,bank8FM,0,RandomForest_c1_BAG_L1,RandomForest_r133_BAG_L1
677,XGBoost,bank8FM,0,XGBoost_c1_BAG_L1,XGBoost_r7_BAG_L1
678,NeuralNetFastAI,bank8FM,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r181_BAG_L1
679,CatBoost,bank8FM,1,CatBoost_c1_BAG_L1,CatBoost_r173_BAG_L1
680,LightGBM,bank8FM,1,LightGBM_c1_BAG_L1,LightGBM_r43_BAG_L1
681,LinearModel,bank8FM,1,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
682,NeuralNetTorch,bank8FM,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r75_BAG_L1
683,RandomForest,bank8FM,1,RandomForest_c1_BAG_L1,RandomForest_r157_BAG_L1
684,XGBoost,bank8FM,1,XGBoost_c1_BAG_L1,XGBoost_r30_BAG_L1
685,NeuralNetFastAI,bank8FM,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r165_BAG_L1
686,CatBoost,bank8FM,2,CatBoost_c1_BAG_L1,CatBoost_r167_BAG_L1
687,LightGBM,bank8FM,2,LightGBM_c1_BAG_L1,LightGBM_r95_BAG_L1
688,LinearModel,bank8FM,2,LinearModel_c1_BAG_L1,LinearModel_r11_BAG_L1
689,NeuralNetTorch,bank8FM,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r45_BAG_L1
690,RandomForest,bank8FM,2,RandomForest_c1_BAG_L1,RandomForest_r133_BAG_L1
691,XGBoost,bank8FM,2,XGBoost_c1_BAG_L1,XGBoost_r27_BAG_L1
692,NeuralNetFastAI,bank8FM,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r165_BAG_L1
693,CatBoost,blood-transfusion-service-center,0,CatBoost_c1_BAG_L1,CatBoost_r45_BAG_L1
694,LightGBM,blood-transfusion-service-center,0,LightGBM_c1_BAG_L1,LightGBM_r42_BAG_L1
695,LinearModel,blood-transfusion-service-center,0,LinearModel_c1_BAG_L1,LinearModel_r10_BAG_L1
696,NeuralNetTorch,blood-transfusion-service-center,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r30_BAG_L1
697,RandomForest,blood-transfusion-service-center,0,RandomForest_c1_BAG_L1,RandomForest_r174_BAG_L1
698,XGBoost,blood-transfusion-service-center,0,XGBoost_c1_BAG_L1,XGBoost_r99_BAG_L1
