,model,dataset,fold,default_config,tuned_config
1743,CatBoost,pbcseq,0,CatBoost_c1_BAG_L1,CatBoost_r84_BAG_L1
1744,LightGBM,pbcseq,0,LightGBM_c1_BAG_L1,LightGBM_r61_BAG_L1
1745,LinearModel,pbcseq,0,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1746,NeuralNetTorch,pbcseq,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r1_BAG_L1
1747,RandomForest,pbcseq,0,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
1748,XGBoost,pbcseq,0,XGBoost_c1_BAG_L1,XGBoost_r41_BAG_L1
1749,NeuralNetFastAI,pbcseq,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r87_BAG_L1
1750,CatBoost,pbcseq,1,CatBoost_c1_BAG_L1,CatBoost_r39_BAG_L1
1751,LightGBM,pbcseq,1,LightGBM_c1_BAG_L1,LightGBM_r61_BAG_L1
1752,LinearModel,pbcseq,1,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1753,NeuralNetTorch,pbcseq,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r8_BAG_L1
1754,RandomForest,pbcseq,1,RandomForest_c1_BAG_L1,RandomForest_r134_BAG_L1
1755,XGBoost,pbcseq,1,XGBoost_c1_BAG_L1,XGBoost_r103_BAG_L1
1756,NeuralNetFastAI,pbcseq,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r87_BAG_L1
1757,CatBoost,pbcseq,2,CatBoost_c1_BAG_L1,CatBoost_r97_BAG_L1
1758,LightGBM,pbcseq,2,LightGBM_c1_BAG_L1,LightGBM_r27_BAG_L1
1759,LinearModel,pbcseq,2,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1760,NeuralNetTorch,pbcseq,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r142_BAG_L1
1761,RandomForest,pbcseq,2,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
1762,XGBoost,pbcseq,2,XGBoost_c1_BAG_L1,XGBoost_r62_BAG_L1
1763,NeuralNetFastAI,pbcseq,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r87_BAG_L1
1764,CatBoost,pc1,0,CatBoost_c1_BAG_L1,CatBoost_r135_BAG_L1
1765,LightGBM,pc1,0,LightGBM_c1_BAG_L1,LightGBM_r188_BAG_L1
1766,LinearModel,pc1,0,LinearModel_c1_BAG_L1,LinearModel_r25_BAG_L1
1767,NeuralNetTorch,pc1,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r185_BAG_L1
1768,RandomForest,pc1,0,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
1769,XGBoost,pc1,0,XGBoost_c1_BAG_L1,XGBoost_r41_BAG_L1
1770,NeuralNetFastAI,pc1,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r45_BAG_L1
1771,CatBoost,pc1,1,CatBoost_c1_BAG_L1,CatBoost_r143_BAG_L1
1772,LightGBM,pc1,1,LightGBM_c1_BAG_L1,LightGBM_r65_BAG_L1
1773,LinearModel,pc1,1,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1774,NeuralNetTorch,pc1,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r47_BAG_L1
1775,RandomForest,pc1,1,RandomForest_c1_BAG_L1,RandomForest_r195_BAG_L1
1776,XGBoost,pc1,1,XGBoost_c1_BAG_L1,XGBoost_r40_BAG_L1
1777,NeuralNetFastAI,pc1,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r35_BAG_L1
1778,CatBoost,pc1,2,CatBoost_c1_BAG_L1,CatBoost_r127_BAG_L1
1779,LightGBM,pc1,2,LightGBM_c1_BAG_L1,LightGBM_r65_BAG_L1
1780,LinearModel,pc1,2,LinearModel_c1_BAG_L1,LinearModel_r8_BAG_L1
1781,NeuralNetTorch,pc1,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r58_BAG_L1
1782,RandomForest,pc1,2,RandomForest_c1_BAG_L1,RandomForest_r105_BAG_L1
1783,XGBoost,pc1,2,XGBoost_c1_BAG_L1,XGBoost_r172_BAG_L1
1784,NeuralNetFastAI,pc1,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r131_BAG_L1
1785,CatBoost,pc2,0,CatBoost_c1_BAG_L1,CatBoost_r95_BAG_L1
1786,LightGBM,pc2,0,LightGBM_c1_BAG_L1,LightGBM_r82_BAG_L1
1787,LinearModel,pc2,0,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1788,NeuralNetTorch,pc2,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r69_BAG_L1
1789,RandomForest,pc2,0,RandomForest_c1_BAG_L1,RandomForest_r108_BAG_L1
1790,XGBoost,pc2,0,XGBoost_c1_BAG_L1,XGBoost_r12_BAG_L1
1791,NeuralNetFastAI,pc2,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r109_BAG_L1
1792,CatBoost,pc2,1,CatBoost_c1_BAG_L1,CatBoost_r69_BAG_L1
1793,LightGBM,pc2,1,LightGBM_c1_BAG_L1,LightGBM_r94_BAG_L1
1794,LinearModel,pc2,1,LinearModel_c1_BAG_L1,LinearModel_r7_BAG_L1
1795,NeuralNetTorch,pc2,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r130_BAG_L1
1796,RandomForest,pc2,1,RandomForest_c1_BAG_L1,RandomForest_r133_BAG_L1
1797,XGBoost,pc2,1,XGBoost_c1_BAG_L1,XGBoost_r27_BAG_L1
1798,NeuralNetFastAI,pc2,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r35_BAG_L1
1799,CatBoost,pc2,2,CatBoost_c1_BAG_L1,CatBoost_r40_BAG_L1
1800,LightGBM,pc2,2,LightGBM_c1_BAG_L1,LightGBM_r21_BAG_L1
1801,LinearModel,pc2,2,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1802,NeuralNetTorch,pc2,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r69_BAG_L1
1803,RandomForest,pc2,2,RandomForest_c1_BAG_L1,RandomForest_r100_BAG_L1
1804,XGBoost,pc2,2,XGBoost_c1_BAG_L1,XGBoost_r41_BAG_L1
1805,NeuralNetFastAI,pc2,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r193_BAG_L1
1806,CatBoost,pc3,0,CatBoost_c1_BAG_L1,CatBoost_r128_BAG_L1
1807,LightGBM,pc3,0,LightGBM_c1_BAG_L1,LightGBM_r76_BAG_L1
1808,LinearModel,pc3,0,LinearModel_c1_BAG_L1,LinearModel_r10_BAG_L1
1809,NeuralNetTorch,pc3,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r171_BAG_L1
1810,RandomForest,pc3,0,RandomForest_c1_BAG_L1,RandomForest_r166_BAG_L1
1811,XGBoost,pc3,0,XGBoost_c1_BAG_L1,XGBoost_r10_BAG_L1
1812,NeuralNetFastAI,pc3,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r119_BAG_L1
1813,CatBoost,pc3,1,CatBoost_c1_BAG_L1,CatBoost_r58_BAG_L1
1814,LightGBM,pc3,1,LightGBM_c1_BAG_L1,LightGBM_r12_BAG_L1
1815,LinearModel,pc3,1,LinearModel_c1_BAG_L1,LinearModel_r4_BAG_L1
1816,NeuralNetTorch,pc3,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r30_BAG_L1
1817,RandomForest,pc3,1,RandomForest_c1_BAG_L1,RandomForest_r134_BAG_L1
1818,XGBoost,pc3,1,XGBoost_c1_BAG_L1,XGBoost_r32_BAG_L1
1819,NeuralNetFastAI,pc3,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r26_BAG_L1
1820,CatBoost,pc3,2,CatBoost_c1_BAG_L1,CatBoost_r84_BAG_L1
1821,LightGBM,pc3,2,LightGBM_c1_BAG_L1,LightGBM_r159_BAG_L1
1822,LinearModel,pc3,2,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1823,NeuralNetTorch,pc3,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r200_BAG_L1
1824,RandomForest,pc3,2,RandomForest_c1_BAG_L1,RandomForest_r114_BAG_L1
1825,XGBoost,pc3,2,XGBoost_c1_BAG_L1,XGBoost_r170_BAG_L1
1826,NeuralNetFastAI,pc3,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r95_BAG_L1
1827,CatBoost,pc4,0,CatBoost_c1_BAG_L1,CatBoost_r21_BAG_L1
1828,LightGBM,pc4,0,LightGBM_c1_BAG_L1,LightGBM_r90_BAG_L1
1829,LinearModel,pc4,0,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1830,NeuralNetTorch,pc4,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r24_BAG_L1
1831,RandomForest,pc4,0,RandomForest_c1_BAG_L1,RandomForest_r134_BAG_L1
1832,XGBoost,pc4,0,XGBoost_c1_BAG_L1,XGBoost_r165_BAG_L1
1833,NeuralNetFastAI,pc4,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r169_BAG_L1
1834,CatBoost,pc4,1,CatBoost_c1_BAG_L1,CatBoost_r135_BAG_L1
1835,LightGBM,pc4,1,LightGBM_c1_BAG_L1,LightGBM_r191_BAG_L1
1836,LinearModel,pc4,1,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1837,NeuralNetTorch,pc4,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r130_BAG_L1
1838,RandomForest,pc4,1,RandomForest_c1_BAG_L1,RandomForest_r134_BAG_L1
1839,XGBoost,pc4,1,XGBoost_c1_BAG_L1,XGBoost_r184_BAG_L1
1840,NeuralNetFastAI,pc4,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r109_BAG_L1
1841,CatBoost,pc4,2,CatBoost_c1_BAG_L1,CatBoost_r58_BAG_L1
1842,LightGBM,pc4,2,LightGBM_c1_BAG_L1,LightGBM_r110_BAG_L1
1843,LinearModel,pc4,2,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1844,NeuralNetTorch,pc4,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r149_BAG_L1
1845,RandomForest,pc4,2,RandomForest_c1_BAG_L1,RandomForest_r157_BAG_L1
1846,XGBoost,pc4,2,XGBoost_c1_BAG_L1,XGBoost_r182_BAG_L1
1847,NeuralNetFastAI,pc4,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r41_BAG_L1
1848,CatBoost,philippine,0,CatBoost_c1_BAG_L1,CatBoost_r133_BAG_L1
1849,LightGBM,philippine,0,LightGBM_c1_BAG_L1,LightGBM_r54_BAG_L1
1850,LinearModel,philippine,0,LinearModel_c1_BAG_L1,LinearModel_r3_BAG_L1
1851,NeuralNetTorch,philippine,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r119_BAG_L1
1852,RandomForest,philippine,0,RandomForest_c1_BAG_L1,RandomForest_r178_BAG_L1
1853,XGBoost,philippine,0,XGBoost_c1_BAG_L1,XGBoost_r2_BAG_L1
1854,NeuralNetFastAI,philippine,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r34_BAG_L1
1855,CatBoost,philippine,1,CatBoost_c1_BAG_L1,CatBoost_r152_BAG_L1
1856,LightGBM,philippine,1,LightGBM_c1_BAG_L1,LightGBM_r149_BAG_L1
1857,LinearModel,philippine,1,LinearModel_c1_BAG_L1,LinearModel_r38_BAG_L1
1858,NeuralNetTorch,philippine,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r119_BAG_L1
1859,RandomForest,philippine,1,RandomForest_c1_BAG_L1,RandomForest_r157_BAG_L1
1860,XGBoost,philippine,1,XGBoost_c1_BAG_L1,XGBoost_r93_BAG_L1
1861,NeuralNetFastAI,philippine,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r34_BAG_L1
1862,CatBoost,philippine,2,CatBoost_c1_BAG_L1,CatBoost_r120_BAG_L1
1863,LightGBM,philippine,2,LightGBM_c1_BAG_L1,LightGBM_r54_BAG_L1
1864,LinearModel,philippine,2,LinearModel_c1_BAG_L1,LinearModel_r5_BAG_L1
1865,NeuralNetTorch,philippine,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r181_BAG_L1
1866,RandomForest,philippine,2,RandomForest_c1_BAG_L1,RandomForest_r157_BAG_L1
1867,XGBoost,philippine,2,XGBoost_c1_BAG_L1,XGBoost_r192_BAG_L1
1868,NeuralNetFastAI,philippine,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r34_BAG_L1
1869,CatBoost,phoneme,0,CatBoost_c1_BAG_L1,CatBoost_r144_BAG_L1
1870,LightGBM,phoneme,0,LightGBM_c1_BAG_L1,LightGBM_r55_BAG_L1
1871,LinearModel,phoneme,0,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1872,NeuralNetTorch,phoneme,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r22_BAG_L1
1873,RandomForest,phoneme,0,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
1874,XGBoost,phoneme,0,XGBoost_c1_BAG_L1,XGBoost_r82_BAG_L1
1875,NeuralNetFastAI,phoneme,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r109_BAG_L1
1876,CatBoost,phoneme,1,CatBoost_c1_BAG_L1,CatBoost_r118_BAG_L1
1877,LightGBM,phoneme,1,LightGBM_c1_BAG_L1,LightGBM_r111_BAG_L1
1878,LinearModel,phoneme,1,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1879,NeuralNetTorch,phoneme,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r22_BAG_L1
1880,RandomForest,phoneme,1,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
1881,XGBoost,phoneme,1,XGBoost_c1_BAG_L1,XGBoost_r130_BAG_L1
1882,NeuralNetFastAI,phoneme,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r109_BAG_L1
1883,CatBoost,phoneme,2,CatBoost_c1_BAG_L1,CatBoost_r118_BAG_L1
1884,LightGBM,phoneme,2,LightGBM_c1_BAG_L1,LightGBM_r116_BAG_L1
1885,LinearModel,phoneme,2,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1886,NeuralNetTorch,phoneme,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r97_BAG_L1
1887,RandomForest,phoneme,2,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
1888,XGBoost,phoneme,2,XGBoost_c1_BAG_L1,XGBoost_r32_BAG_L1
1889,NeuralNetFastAI,phoneme,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r83_BAG_L1
1890,CatBoost,pm10,0,CatBoost_c1_BAG_L1,CatBoost_r172_BAG_L1
1891,LightGBM,pm10,0,LightGBM_c1_BAG_L1,LightGBM_r27_BAG_L1
1892,LinearModel,pm10,0,LinearModel_c1_BAG_L1,LinearModel_r4_BAG_L1
1893,NeuralNetTorch,pm10,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r24_BAG_L1
1894,RandomForest,pm10,0,RandomForest_c1_BAG_L1,RandomForest_r195_BAG_L1
1895,XGBoost,pm10,0,XGBoost_c1_BAG_L1,XGBoost_r39_BAG_L1
1896,NeuralNetFastAI,pm10,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r18_BAG_L1
1897,CatBoost,pm10,1,CatBoost_c1_BAG_L1,CatBoost_r181_BAG_L1
1898,LightGBM,pm10,1,LightGBM_c1_BAG_L1,LightGBM_r188_BAG_L1
1899,LinearModel,pm10,1,LinearModel_c1_BAG_L1,LinearModel_r46_BAG_L1
1900,NeuralNetTorch,pm10,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r185_BAG_L1
1901,RandomForest,pm10,1,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
1902,XGBoost,pm10,1,XGBoost_c1_BAG_L1,XGBoost_r3_BAG_L1
1903,NeuralNetFastAI,pm10,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r189_BAG_L1
1904,CatBoost,pm10,2,CatBoost_c1_BAG_L1,CatBoost_r159_BAG_L1
1905,LightGBM,pm10,2,LightGBM_c1_BAG_L1,LightGBM_r1_BAG_L1
1906,LinearModel,pm10,2,LinearModel_c1_BAG_L1,LinearModel_r4_BAG_L1
1907,NeuralNetTorch,pm10,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r30_BAG_L1
1908,RandomForest,pm10,2,RandomForest_c1_BAG_L1,RandomForest_r114_BAG_L1
1909,XGBoost,pm10,2,XGBoost_c1_BAG_L1,XGBoost_r40_BAG_L1
1910,NeuralNetFastAI,pm10,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r94_BAG_L1
1911,CatBoost,pollen,0,CatBoost_c1_BAG_L1,CatBoost_r150_BAG_L1
1912,LightGBM,pollen,0,LightGBM_c1_BAG_L1,LightGBM_r145_BAG_L1
1913,LinearModel,pollen,0,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1914,NeuralNetTorch,pollen,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r127_BAG_L1
1915,RandomForest,pollen,0,RandomForest_c1_BAG_L1,RandomForest_r107_BAG_L1
1916,XGBoost,pollen,0,XGBoost_c1_BAG_L1,XGBoost_r53_BAG_L1
1917,NeuralNetFastAI,pollen,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r168_BAG_L1
1918,CatBoost,pollen,1,CatBoost_c1_BAG_L1,CatBoost_r1_BAG_L1
1919,LightGBM,pollen,1,LightGBM_c1_BAG_L1,LightGBM_r20_BAG_L1
1920,LinearModel,pollen,1,LinearModel_c1_BAG_L1,LinearModel_r4_BAG_L1
1921,NeuralNetTorch,pollen,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r142_BAG_L1
1922,RandomForest,pollen,1,RandomForest_c1_BAG_L1,RandomForest_r114_BAG_L1
1923,XGBoost,pollen,1,XGBoost_c1_BAG_L1,XGBoost_r193_BAG_L1
1924,NeuralNetFastAI,pollen,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r173_BAG_L1
1925,CatBoost,pollen,2,CatBoost_c1_BAG_L1,CatBoost_r16_BAG_L1
1926,LightGBM,pollen,2,LightGBM_c1_BAG_L1,LightGBM_r65_BAG_L1
1927,LinearModel,pollen,2,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1928,NeuralNetTorch,pollen,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r36_BAG_L1
1929,RandomForest,pollen,2,RandomForest_c1_BAG_L1,RandomForest_r122_BAG_L1
1930,XGBoost,pollen,2,XGBoost_c1_BAG_L1,XGBoost_r189_BAG_L1
1931,NeuralNetFastAI,pollen,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r95_BAG_L1
1932,CatBoost,puma32H,0,CatBoost_c1_BAG_L1,CatBoost_r170_BAG_L1
1933,LightGBM,puma32H,0,LightGBM_c1_BAG_L1,LightGBM_r111_BAG_L1
1934,LinearModel,puma32H,0,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1935,NeuralNetTorch,puma32H,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r192_BAG_L1
1936,RandomForest,puma32H,0,RandomForest_c1_BAG_L1,RandomForest_r122_BAG_L1
1937,XGBoost,puma32H,0,XGBoost_c1_BAG_L1,XGBoost_r143_BAG_L1
1938,NeuralNetFastAI,puma32H,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r23_BAG_L1
1939,CatBoost,puma32H,1,CatBoost_c1_BAG_L1,CatBoost_r32_BAG_L1
1940,LightGBM,puma32H,1,LightGBM_c1_BAG_L1,LightGBM_r65_BAG_L1
1941,LinearModel,puma32H,1,LinearModel_c1_BAG_L1,LinearModel_r18_BAG_L1
1942,NeuralNetTorch,puma32H,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r192_BAG_L1
1943,RandomForest,puma32H,1,RandomForest_c1_BAG_L1,RandomForest_r174_BAG_L1
1944,XGBoost,puma32H,1,XGBoost_c1_BAG_L1,XGBoost_r4_BAG_L1
1945,NeuralNetFastAI,puma32H,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r29_BAG_L1
1946,CatBoost,puma32H,2,CatBoost_c1_BAG_L1,CatBoost_r110_BAG_L1
1947,LightGBM,puma32H,2,LightGBM_c1_BAG_L1,LightGBM_r55_BAG_L1
1948,LinearModel,puma32H,2,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1949,NeuralNetTorch,puma32H,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r192_BAG_L1
1950,RandomForest,puma32H,2,RandomForest_c1_BAG_L1,RandomForest_r102_BAG_L1
1951,XGBoost,puma32H,2,XGBoost_c1_BAG_L1,XGBoost_r114_BAG_L1
1952,NeuralNetFastAI,puma32H,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r23_BAG_L1
1953,CatBoost,puma8NH,0,CatBoost_c1_BAG_L1,CatBoost_r137_BAG_L1
1954,LightGBM,puma8NH,0,LightGBM_c1_BAG_L1,LightGBM_r43_BAG_L1
1955,LinearModel,puma8NH,0,LinearModel_c1_BAG_L1,LinearModel_r15_BAG_L1
1956,NeuralNetTorch,puma8NH,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r12_BAG_L1
1957,RandomForest,puma8NH,0,RandomForest_c1_BAG_L1,RandomForest_r102_BAG_L1
1958,XGBoost,puma8NH,0,XGBoost_c1_BAG_L1,XGBoost_r27_BAG_L1
1959,NeuralNetFastAI,puma8NH,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r80_BAG_L1
1960,CatBoost,puma8NH,1,CatBoost_c1_BAG_L1,CatBoost_r5_BAG_L1
1961,LightGBM,puma8NH,1,LightGBM_c1_BAG_L1,LightGBM_r43_BAG_L1
1962,LinearModel,puma8NH,1,LinearModel_c1_BAG_L1,LinearModel_r10_BAG_L1
1963,NeuralNetTorch,puma8NH,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r184_BAG_L1
1964,RandomForest,puma8NH,1,RandomForest_c1_BAG_L1,RandomForest_r102_BAG_L1
1965,XGBoost,puma8NH,1,XGBoost_c1_BAG_L1,XGBoost_r71_BAG_L1
1966,NeuralNetFastAI,puma8NH,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r144_BAG_L1
1967,CatBoost,puma8NH,2,CatBoost_c1_BAG_L1,CatBoost_r41_BAG_L1
1968,LightGBM,puma8NH,2,LightGBM_c1_BAG_L1,LightGBM_r43_BAG_L1
1969,LinearModel,puma8NH,2,LinearModel_c1_BAG_L1,LinearModel_r16_BAG_L1
1970,NeuralNetTorch,puma8NH,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r12_BAG_L1
1971,RandomForest,puma8NH,2,RandomForest_c1_BAG_L1,RandomForest_r102_BAG_L1
1972,XGBoost,puma8NH,2,XGBoost_c1_BAG_L1,XGBoost_r5_BAG_L1
1973,NeuralNetFastAI,puma8NH,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r23_BAG_L1
1974,CatBoost,qsar-biodeg,0,CatBoost_c1_BAG_L1,CatBoost_r15_BAG_L1
1975,LightGBM,qsar-biodeg,0,LightGBM_c1_BAG_L1,LightGBM_r42_BAG_L1
1976,LinearModel,qsar-biodeg,0,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1977,NeuralNetTorch,qsar-biodeg,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r139_BAG_L1
1978,RandomForest,qsar-biodeg,0,RandomForest_c1_BAG_L1,RandomForest_r126_BAG_L1
1979,XGBoost,qsar-biodeg,0,XGBoost_c1_BAG_L1,XGBoost_r68_BAG_L1
1980,NeuralNetFastAI,qsar-biodeg,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r51_BAG_L1
1981,CatBoost,qsar-biodeg,1,CatBoost_c1_BAG_L1,CatBoost_r42_BAG_L1
1982,LightGBM,qsar-biodeg,1,LightGBM_c1_BAG_L1,LightGBM_r42_BAG_L1
1983,LinearModel,qsar-biodeg,1,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1984,NeuralNetTorch,qsar-biodeg,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r139_BAG_L1
1985,RandomForest,qsar-biodeg,1,RandomForest_c1_BAG_L1,RandomForest_r166_BAG_L1
1986,XGBoost,qsar-biodeg,1,XGBoost_c1_BAG_L1,XGBoost_r97_BAG_L1
1987,NeuralNetFastAI,qsar-biodeg,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r178_BAG_L1
1988,CatBoost,qsar-biodeg,2,CatBoost_c1_BAG_L1,CatBoost_r165_BAG_L1
1989,LightGBM,qsar-biodeg,2,LightGBM_c1_BAG_L1,LightGBM_r67_BAG_L1
1990,LinearModel,qsar-biodeg,2,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1991,NeuralNetTorch,qsar-biodeg,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r6_BAG_L1
1992,RandomForest,qsar-biodeg,2,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
1993,XGBoost,qsar-biodeg,2,XGBoost_c1_BAG_L1,XGBoost_r20_BAG_L1
1994,NeuralNetFastAI,qsar-biodeg,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r194_BAG_L1
1995,CatBoost,ringnorm,0,CatBoost_c1_BAG_L1,CatBoost_r48_BAG_L1
1996,LightGBM,ringnorm,0,LightGBM_c1_BAG_L1,LightGBM_r95_BAG_L1
1997,LinearModel,ringnorm,0,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1998,NeuralNetTorch,ringnorm,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r191_BAG_L1
1999,RandomForest,ringnorm,0,RandomForest_c1_BAG_L1,RandomForest_r119_BAG_L1
2000,XGBoost,ringnorm,0,XGBoost_c1_BAG_L1,XGBoost_r25_BAG_L1
2001,NeuralNetFastAI,ringnorm,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r30_BAG_L1
2002,CatBoost,ringnorm,1,CatBoost_c1_BAG_L1,CatBoost_r138_BAG_L1
2003,LightGBM,ringnorm,1,LightGBM_c1_BAG_L1,LightGBM_r95_BAG_L1
2004,LinearModel,ringnorm,1,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
2005,NeuralNetTorch,ringnorm,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r134_BAG_L1
2006,RandomForest,ringnorm,1,RandomForest_c1_BAG_L1,RandomForest_r119_BAG_L1
2007,XGBoost,ringnorm,1,XGBoost_c1_BAG_L1,XGBoost_r99_BAG_L1
2008,NeuralNetFastAI,ringnorm,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r18_BAG_L1
2009,CatBoost,ringnorm,2,CatBoost_c1_BAG_L1,CatBoost_r48_BAG_L1
2010,LightGBM,ringnorm,2,LightGBM_c1_BAG_L1,LightGBM_r94_BAG_L1
2011,LinearModel,ringnorm,2,LinearModel_c1_BAG_L1,LinearModel_r10_BAG_L1
